#,AACB Web Link,Name,Logo,Format,# of Student,ProgramDeliveryOptions,Website,MainCampus,Country,State,Education,Accreditation,Programs-Undergraduate,Programs-Graduate,Programs-Doctoral,ProgramFormats,VisionMission,Description
695,https://www.aacsb.edu/accredited/t/trinity-university,Trinity University,https://my.aacsb.edu/Portals/0/assets/images/contact/Trinity-University.jpg,Private,"2,692",Fully Face-to-Face,https://www.trinity.edu/academics/departments/school-business,"Trinity University
Michael Neidorff School of Business
One Trinity Place
San Antonio , Texas
78212-7200 , United States", United States, Texas,"Undergraduate,
 Master's",Business,"Accounting,
Business,
Business Analytics and Technology,
Finance,
Human Resources Management,
International Business,
Marketing",Accounting,,"1 Year
Full-Time","The School of Business offers an integrated, innovative undergraduate and graduate programs for students who are well grounded in the liberal arts. Building on a firm understanding of the fundamentals of business and rigorous discipline-specific instruction, students continue to learn and apply advanced concepts experientially. Our programs produce globally aware, ethically sensitive, technologically proficient graduates who think critically, communicate effectively, and understand business as a consequence of both field and classroom involvement.","The School of Business is part of Trinity University, an independent, privately supported, fully accredited, co-educational liberal arts institution. The beautiful 117-acre campus is situated on a hilltop overlooking downtown San Antonio, the 7th largest city in the U.S.A. The university is noted for its academic rigor, superb resources, and inspiring faculty. It is also well-known for a stimulating, resourceful and collaborative environment where faculty members provide personal attention to their students in small class settings. The School of Business has been named a top business school by U.S. News and World Report, accredited by AACSB International, and the University has been ranked #1 in the West for over 20 consecutive years. At our School of Business, you have opportunities to gain knowledge from systematic business programs: Accounting, Business Analytics and Technology, Finance, Management, Marketing and International Business. You can also take advantage of the liberal arts university and enhance knowledge in both business and non-business fields (e.g. music, arts, languages). You will also experience a transformative education – experiential learning through corporate practice, knowledge application through action research and multi-cultural encounter through study abroad adventures."
696,https://www.aacsb.edu/accredited/t/troy-university,Troy University,https://my.aacsb.edu/Portals/0/assets/images/contact/Troy%20University.png,Public,"67,066",,http://www.troy.edu/,"Troy University
Sorrell College of Business
151 John Robert Lewis Hall
Troy , Alabama
36082 , United States", United States, Alabama,"Undergraduate,
 Master's",Business & Accounting,,,,,,Troy is a regional university located in Southeast Alabama. We offer several graduate and undergraduate degree programs. Most programs offer the opportunity for face-to-face as well as online classes.
697,https://www.aacsb.edu/accredited/t/truman-state-university,Truman State University,https://my.aacsb.edu/Portals/0/assets/images/contact/Truman%20State.png,Public,"4,497",,http://business.truman.edu/,"Truman State University
School of Business
Violette Hall, Room 2400
100 East Normal Street
Kirksville , Missouri
63501 , United States", United States, Missouri,"Undergraduate,
 Master's",Business & Accounting,,,,,"The School of Business graduates ethically-aware prospective business and civic leaders who are effective communicators, team leaders, critical thinkers, and problem solvers.  We fulfill the mission by: • Admitting high-potential students from the Midwest and beyond; • Offering programs that embrace the knowledge, skills, and perspectives of the liberal arts; • Using effective teaching and learning strategies with appropriate technologies to prepare students for rapidly evolving business careers; • Engaging with business professionals, civic leaders, and community members to enhance student learning and readiness for the workforce, and; • Emphasizing faculty scholarly activity related to contributions to practice and teaching/learning with a secondary emphasis on discipline-based scholarship.","As business administration or accounting majors at Truman, students learn how to succeed in virtually any area of business through a combination of relevant coursework and learning opportunities outside of class, such as research, internships, study abroad, and student organizations. Today's business world requires a sophisticated skill set. Our classes teach students how to manage people, time, money, and resources efficiently and effectively. At Truman, students will find a cooperative spirit as they work on team projects, form study groups, and collaborate with professors who care enough to learn their names. Students create educational plans tailored to match their interests and career goals. All students must demonstrate elementary proficiency in a foreign language."
698,https://www.aacsb.edu/accredited/t/tulane-university,Tulane University,https://my.aacsb.edu/Portals/0/assets/images/contact/Tulane%20University.png,Private,"11,432","Exclusively Online
Fully Face-to-Face",http://freeman.tulane.edu/,"Tulane University
7 McAlister Dr
7 McAlister Drive
New Orleans , Louisiana
70118-5669 , United States", United States, Louisiana,"Undergraduate,
 Master's,
 Doctoral",Business,"Finance,
Legal Studies in Business,
Management,
Marketing","Accounting,
Analytics,
Business Administration,
Business Analytics,
Business Anaytics,
Energy,
Energy Management,
Entrepreneurial hospitality,
Entrepreneurial Hospitality,
Entrepreneurship,
Finance,
International Business,
Management,
Real Estate,
Strategic Management and Innovation","Accounting,
Finance,
Management","1 Year
Evenings and Weekends
Full-Time
Partnership
Part-Time","Mission: We inspire, engage, and enable students, organizations, and our global business community to contribute to human achievement and prosperity by creating and disseminating high-impact business knowledge and by leveraging the experiences that New Orleans and Tulane provide. Core Values:      Integrity: We commit to guide all actions by strong ethical and moral standards that are consistent with the core values of the institution.     Excellence: We commit to strive for excellence and superior performance in all that we do.     Innovation: We commit to empower our stakeholders to develop and implement novel and useful ideas and solutions that address challenges facing individuals, the Freeman School, business, and society.     Engagement: We commit to actively seek, create, and strengthen connections within the Tulane community and communities at the local, regional, national, and global levels.     Collegiality: We commit to treat each other with respect, to earn each other's trust, and to support each other as we use our knowledge and abilities to contribute to all of our communities. Indicators of Success:  We will gauge our success in achieving our mission through indicators relating to Our ability to create and leverage, in mutually beneficial ways, a broad range of relationships with organizations in New Orleans, across the Gulf South, and in regions of the world of greatest strategic import to the Freeman School; Demonstrable contributions to human achievement and prosperity, such as organizational leadership by our alumni, thought leadership by our faculty, and intellectual innovation by the school as a whole through leading-edge academic programs and partnerships; The reach and impact of business knowledge produced by our faculty and students, primarily through insightful scholarship in leading journals, and also through our direct engagement with industry in New Orleans and beyond; Competitive advantages built on the experiences that New Orleans and Tulane provide, such as the extent to which our links with key industries benefit our students and our Research; Our ability to build and support institutions within New Orleans, the Gulf South, and the regions of the world of greatest strategic import to the Freeman School; The degree to which our stakeholders build and enhance the Freeman School through a commitment to our core values; The extent to which we are effective stewards of our resources.","The A. B. Freeman School of Business at Tulane University, originally the College of Commerce and Business Administration, was established in 1914 and is a founding member of the AACSB. Today, the Freeman School is a leading, internationally recognized business school with more than 3,000 students in programs spanning the globe. With innovative curricula that combine outstanding classroom instruction with distinctive experiential learning opportunities, the Freeman School is dedicated to preparing current and future business leaders to contribute positively to their organizations and their communities. In its Essential Science Indicators index, Thomson Scientific ranks the Freeman School in the top 1 percent of institutions based on citations in business and economics between January 2000 and April 2010, with 197 faculty papers collectively cited 1,864 times. Among institutions that produced at least 100 indexed papers in the field during that period, Freeman's impact score of 9.46 cites per paper places it at No. 70 of the 181 institutions in the top 1 percent."
699,https://www.aacsb.edu/accredited/t/tunghai-university,Tunghai University,https://my.aacsb.edu/Portals/0/assets/images/contact/Tunghai%20University.png,Private,"15,867",Fully Face-to-Face,http://www.thu.edu.tw/,"Tunghai University
College of Management
1727, Taiwan Boulevard Sec. 4
Taichung City , Taiwan
40704 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,Management,Management,Business,Full-Time,"The College of Management, Tunghai University, devotes itself to educating students who hold ethics, excellence, openness, and leadership in high esteem. Through rigorous teaching and research, we develop capable decision-makers who can practice sustainable learning, assume social responsibility, and meet global challenges with confidence, integrity, and professionalism.","The College of Management at Tunghai University consists of the Departments of Business Administration, International Business, Accounting, Statistics, Finance, and Information Management, Global Elite Program (GEP) for selected undergraduate students, Executive MBA (EMBA) classes for CEOs and senior managers, and English-taught Global MBA (GMBA) class for local and international students. The College is to advance, through continuous improvement, in the faculty member's pioneering research projects, teaching excellence, and practice programs, the student's global professionalism and leadership, and integration of alumni networks and resources worldwide. The College is also to accelerate and deepen collaborations with leading AACSB-accredited business schools across continents for a further step toward sustainable development and internationalization in the long term."
700,https://www.aacsb.edu/accredited/t/tuskegee-university,Tuskegee University,https://my.aacsb.edu/Portals/0/assets/images/contact/Tuskegee%20University.png,Private,"3,000",,http://www.tuskegee.edu/,"Tuskegee University
Brimmer College of Business and Information Science
Brimmer Hall
Tuskegee , Alabama
36088 , United States", United States, Alabama,Undergraduate,Business,,,,,"The Brimmer College of Business and Information Science provides its students a challenging opportunity for a liberal, technical, and professional education.  Graduates of the College of Business and Information Science are expected to be well-informed and responsible individuals capable of succeeding in both private and public sectors in a global and diverse society, and possessing a desire to engage in lifelong learning.","The College of Business and Information Science prepares students for careers in Accounting, Finance and Economics, Sales and Marketing, Supply Chain Management, and Business Management. Our alumni can be found in Fortune 500 companies, Russell 2000 firms and federal, state, and local governments. Distinguished alumni from CBIS include entrepreneur and American icon Lionel Ritchie and Barron Witherspoon of Proctor and Gamble Corporation."
701,https://www.aacsb.edu/accredited/u/us-air-force-academy,U.S. Air Force Academy,https://my.aacsb.edu/Portals/0/assets/images/contact/U.S.%20Air%20Force%20Academy.png,Public,"4,192",Fully Face-to-Face,http://www.usafa.edu/df/dfm/index.cfm,"U.S. Air Force Academy
Department of Management
2354 Fairchild Drive, Suite 6H122
USAF Academy , Colorado
80840-5701 , United States", United States, Colorado,Undergraduate,Business,Management,,,Full-Time,"We develop and inspire leaders in the Air and Space Forces to manage complex systems of people, resources, and technology.","This program produces critical thinkers who are able to adapt quickly in today’s dynamic, technologically complex, global environment—skills that are essential for Air and Space Force officers and future community leaders. Depending on their focus, cadets study traditional business topics like accounting, finance, human resource management, marketing, production & operations, information systems, strategy, operations research, systems engineering and other aspects of management."
702,https://www.aacsb.edu/accredited/u/us-coast-guard-academy,U.S. Coast Guard Academy,https://my.aacsb.edu/Portals/0/assets/images/contact/U.S.%20Coast%20Guard%20Academy.png,Public,"1,049",,http://www.uscga.edu/,"U.S. Coast Guard Academy
Department of Management
15 Mohegan Avenue
New London , Connecticut
06320 , United States", United States, Connecticut,Undergraduate,Business,,,,,"The mission of the Department of Management is to prepare future commissioned officers of the U.S. Coast Guard to be competent and ethical management professionals. The students’ academic development will be grounded in the educational and professional outcomes of the U.S. Coast Guard Academy and the core values of the U.S. Coast Guard. The Department will be guided by the management needs of the U.S. Coast Guard to ensure our students are prepared for their future role as stewards of public resources. We fulfill our mission primarily through our teaching, focusing on the academic and professional development of the individual cadet. Our scholarship will focus on a blend of management practice-related research in the areas strongly of interest to the Coast Guard, such as leadership, mentoring, and organizational effectiveness, as well as the scholarship of teaching and learning.​","The Management program broadly introduces students to all aspects of management and business. Using active, engaged techniques such as team-based learning, problem-based learning, simulation and case method, the program prepares students to become effective managers, adept at organizing and applying human, financial and information resources to achieve optimal outcomes.    Students learn functional and analytical management skills as well as study organization behavior and theories of leadership  The major prepares graduates to work as competent and ethical management professionals  The program is accredited by the internationally recognized Association to Advance Collegiate Schools of Business (AACSB)  Areas of Study  The Management program delivers a broad undergraduate education in all major business disciplines. Course sequences provide emphasis in the following areas:    Leadership and Management  Financial Management/Accounting  Information Systems Management"
703,https://www.aacsb.edu/accredited/u/unsw-sydney,UNSW Sydney,https://my.aacsb.edu/Portals/0/assets/images/contact/UNSW%20Sydney.png,Public,"61,893",,https://www.business.unsw.edu.au/,"UNSW Sydney
UNSW Business School
Quad 1038
Sydney , Australia
02052 , Australia", Australia,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,"As one of Australia’s leading business schools, our mission is to be a globally engaged, high impact and academically rigorous business school that enhances practice through leading edge research.","UNSW Business School is located in Sydney, but deeply connected to the world. Our collaborative education and research partnerships extend throughout the Asia-Pacific region and beyond to ensure our graduates are culturally versatile and understand their role in the world's business and social challenges. Our students are Australia's brightest, and they are our future. Whether students aspire to lead an organization, run their own successful enterprise, or pursue ground-breaking research, we will open the door to their success with undergraduate, postgraduate, research, and MBA programs covering every aspect of business. Leaders in their academic fields, our lecturers and researchers also bring real-world expertise to our active community. Innovation centers and high-tech flipped classrooms encourage students to be proactive in their learning experience, with workplace activities and industry mentoring an integral part of our real-world approach."
704,https://www.aacsb.edu/accredited/u/ulsan-national-institute-of-science-and-technology-unist,Ulsan National Institute of Science and Technology (UNIST),https://my.aacsb.edu/Portals/0/assets/images/contact/Ulsan%20National%20Institute%20of%20Science%20and%20Technology.png,Public,"4,999",,http://www.unist.ac.kr/,"Ulsan National Institute of Science and Technology (UNIST)
School of Business Administration
UNIST-gil 50, Eonyang-eup
Ulju-gun
Ulsan , South Korea
44919 , South Korea", South Korea,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
705,https://www.aacsb.edu/accredited/u/ume-university,Umeå University,https://my.aacsb.edu/Portals/0/assets/images/contact/Umea%20University.png,Public,"22,956","Blended/Hybrid
Fully Face-to-Face",http://www.usbe.umu.se/,"Umeå University
Umeå School of Business and Economics
Umeå , Sweden
SE-90187 , Sweden", Sweden,,"Master's,
 Doctoral",Business,,"Accounting,
Business Administration/Economics,
Business Development,
Economics,
Finance,
International Business,
Management,
Marketing,
Sales,
Service management","Accounting/Entrepreneurship/Finance/Management/Marketing,
Economics",Full-Time,"Vision ”As an internationally respected, nationally influential, and regionally rooted part of Umeå University, Umeå School of Business, Economics, and Statistics contributes to societal development through education and research of a high international standard”. Mission ”Through interplay with surrounding society, we provide education and research that contributes to the understanding, ability, and responsibility of individuals in relation to societal challenges and the importance of sustainable development”. We fulfil our mission by: - offering a high-quality learning environment that encourages analytical, critical, and independent thinking - providing a dynamic research environment of a high international standard within USBE’s academic disciplines - functioning as an attractive partner at the international, national, and regional level where we develop and disseminate knowledge in collaboration with other academic institutions, industry, and other actors in society. Together with surrounding society, we provide education and research to produce responsible individuals with an understanding of and ability to handle society’s challenges based on the UN’s 17 Sustainable Development Goals.","As an internationally respected, nationally influential, and regionally rooted part of Umeå University, Umeå School of Business, Economics, and Statistics contributes to societal development through education and research of a high international standard. We are known for our high quality of education, research, interaction with external stakeholders and our strong focus on internationalization. We are proud that our students, lecturers, and researchers represent a stimulating mix of people from different countries and cultures around the world. Since 2018 we are accredited by AACSB. Together with surrounding society, we provide education and research to produce responsible individuals with an understanding of and ability to handle society’s challenges based on the UN’s 17 Sustainable Development Goals."
706,https://www.aacsb.edu/accredited/u/union-university,Union University,https://my.aacsb.edu/Portals/0/assets/images/contact/Union%20University.png,Private,"2,935","Fully Face-to-Face
Primarily Online",http://www.uu.edu/,"Union University
McAfee School of Business
1050 Union University Drive
Jackson , Tennesee
38305 , United States", United States, Tennesee,"Undergraduate,
 Master's",Business,"Accounting,
Business Administration","Accouting,
General Business",,"Full-Time
Part-Time","Developing business leaders to fulfill their purpose in Christ and society.    Developing business leaders is central to the mission of the McAfee School of Business. Academic excellence is fundamental to developing people who are strong in their functional area and leaders in business. In the McAfee School of Business, we will focus on disciplinary knowledge and high- impact practices such as collaborative projects, research, community-based learning, internships, and course projects.  Being future-directed, we believe business leaders will develop from functional knowledge and opportunities to practice business with faculty supervision. Business provides a unique opportunity for business leaders to fulfill their purpose in Christ. Paul spent time in the marketplace (Acts 17:17) so that he might join in conversation with the people of his day. To prepare our students to be Christ-centered in the modern-day marketplace, we focus on faith integration, which includes faith practices such as modeling Christ-like business decisions, integrating Biblical lessons with business, developing meaningful interactions with students, and praying for students.  The people-focus of the McAfee School of Business is exhibited through strong student-faculty interaction and faith integration which prepare students to fulfill their purpose in society. This is exhibited through the development of programs based upon business  community needs, superior career outcomes, and the ongoing success of our students.","The McAfee School of Business will prepare you for a global business environment. You'll find strong, innovative programs that help you to succeed and lead.  The business education you receive at Union is provided within a context of Christian faith, ethics and character. You'll benefit from programs built upon a foundation of quality teaching, collaborative learning, quality research and a personalized faculty-student environment."
707,https://www.aacsb.edu/accredited/u/united-arab-emirates-university,United Arab Emirates University,https://my.aacsb.edu/Portals/0/assets/images/contact/United%20Arab%20Emirates%20University.png,Public,"14,236",Fully Face-to-Face,http://www.uaeu.ac.ae/,"United Arab Emirates University
College of Business and Economics
Al Ain
Box 15551
Al-Ain , United Arab Emirates
00971 , United Arab Emirates", United Arab Emirates,,"Undergraduate,
 Master's,
 Doctoral",Business & Accounting,"Economics,
Entrepreneurship,
Finance,
Financial Accounting,
Human Resources Management,
Marketing,
Statistics,
Supply Chain Management","Accounting,
Business Analytics,
General Business",General Business,"Full-Time
Off Campus
Part-Time","Serving the Nation and its evolution, by developing its management and leadership base whilst being a catalyst for technology-driven innovation in relation to the digital economy and the 4th Industrial Revolution. This will be achieved through:  a. The development of sector-leading degree programs at undergraduate and graduate level; b. The development of a suite of innovative Executive Education programs, as part of a life-long learning offering; c. Thought leadership and engagement with the business community and the ecosystem of entrepreneurship and innovation; d. Policy advice and thought leadership regarding the economic and policy challenges stemming from the transition to a more diversified and innovation-based economy; e. Backed by rigorous and relevant research, driving expertise and faculty development within the College.",
708,https://www.aacsb.edu/accredited/u/universidad-adolfo-ibez,Universidad Adolfo Ibáñez,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20Adolfo%20Ibanez.png,Private,"4,449",,http://www.uai.cl/,"Universidad Adolfo Ibáñez
Business School
Av. Diagonal Las Torres 2640, Penalolen
Santiago , Chile
Chile"," Chile
Chile",,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
709,https://www.aacsb.edu/accredited/u/universidad-ana-g-mendez--gurabo,Universidad Ana G. Mendez - Gurabo,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20Ana%20G.%20Mendez.png,Private,"11,218",,https://gurabo.uagm.edu/es/negocios,"Universidad Ana G. Mendez - Gurabo
School of Business and Entrepreneurship
University Station
PO Box 3030
Turabo , Puerto Rico
00778 , United States", United States, Puerto Rico,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
710,https://www.aacsb.edu/accredited/u/universidad-anahuac-mxico,Universidad Anahuac México,https://my.aacsb.edu/Portals/0/assets/images/contact/Univerisdad%20Anahuac%20Mexico.png,Private,"14,491","Blended/Hybrid
Fully Face-to-Face",https://www.anahuac.mx/mexico/EscuelasyFacultades/economia/,"Universidad Anahuac México
Investigaciones y Estudios Superiores
Av. Universidad Anáhuac No. 46
Col. Lomas Anahuac S.C. IES 870531 FU5
Huixquilucan, Estudios de Mexico , Mexico
52786 , Mexico", Mexico,,"Undergraduate,
 Master's",Business,"Administration,
Economics,
Finance,
International Management,
Management,
Marketing","Banking,
Business,
Finance,
Management",,"Full-Time
Part-Time","“To prepare men and women with a solid humanistic and international professional education in economics and business, so that they may excel in leadership roles, in order to positively transform the Mexican society”.",The Business and Economics School of Universidad Anahuac is a private humanistic business school with a blend of highly qualified academics and practitioners with passon for education. Its programs are flexible. We count with personal tutoring services and a solid alumni network.
711,https://www.aacsb.edu/accredited/u/universidad-carlos-iii-de-madrid,Universidad Carlos III de Madrid,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20Carlos%20III%20Madrid.png,Public,"21,293",Fully Face-to-Face,http://www.uc3m.es/,"Universidad Carlos III de Madrid
Department of Business Administration
Calle Madrid 126
Getafe, Madrid , Spain
28903 , Spain", Spain,,"Undergraduate,
 Master's,
 Doctoral",Business,"Finance, Accounting,
General Business Administration,
Management,
Tourism","Business Adminsitration,
Entrepreneurship, New Business Venturing,
Finance,
HR Mgt,
International Bus,
Management,
Management, Finance,
Marketing","Business Administration, Finance","1 Year
Full-Time
Off Campus
Partnership","The mission of the Department Of Business Administration involves the acquisition, assimilation, transformation and exploitation of knowledge to make a productive contribution to the improvement of society. Our vision is that of a multidisciplinary international leading European business department with capacity to influence the research agenda in business economics. Our values, which are in line with those of the University, strive to promote the development of all those individuals who form part of our community.","The Department of Business Administration of University Carlos III, Madrid (http://www.business.uc3m.es) has an international faculty and is committed to high standards of research and teaching. In recent years, our faculty members have published their research in journals such as the Journal of Finance, the Review of Financial Studies, the Journal of Financial Economics, the Journal of Accounting and Economics, the Accounting Review, the Review of Accounting Studies, Econometrica, JFQA, or the Review of Finance.</p> <p>The department hosts a weekly seminar series, which brings to the department top international researchers. There is also a weekly internal seminar series where the department’s faculty and Ph.D. students present their work.</p> <p>We encourage interaction with researchers from other countries by regularly hosting international visiting professors and by facilitating visits of our faculty members to universities around the world."
712,https://www.aacsb.edu/members/non-accredited-educational/u/universidad-catlica-del-uruguay-dmaso-a-larraaga,Universidad Católica del Uruguay,,Private,"7,229",,http://www.ucu.edu.uy/,"Universidad Católica del Uruguay
Facultad de Ciencias Empresariales-UCU Business School
Avenida 8 de Octubre
Montevideo , Uruguay
11600 , Uruguay", Uruguay,,"Undergraduate,
 Master's",Business,,,,,,
713,https://www.aacsb.edu/accredited/u/universidad-esan,Universidad ESAN,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20ESAN.png,Private,"6,854",,http://www.esan.edu.pe/,"Universidad ESAN
Graduate School of Business
Alonso de Molina #1652
Lima 33 , Peru
Peru"," Peru
Peru",,"Undergraduate,
 Master's",Business,,,,,To train entrepreneurial global leaders with ethical sense and social responsibility in association with leading organizations to achieve excellence in their management and contribute to the development of knowledge.,"ESAN Graduate School of Business (ESAN GSB) is the first Graduate School of Business created in Spanish speaking Latin America. It was founded on July 25th, 1963, under an agreement between the governments of Peru and the United States of America. Its organization and implementation was entrusted to the Graduate School of Business of Stanford University. In 2003, ESAN University (UESAN) was created as the result of an ESAN GSB initiative and is a non-profit and private institution. Located in the city of Lima, Peru, ESAN University offers a range of business oriented programs, which include 4 undergraduate business degrees, a Master of Business Administration (MBA), which is provided in a range of different modalities to enhance student access and engagement such as part-time, regional and weekend, 7 specialized Master degree programs and a Doctoral Program. ESAN GSB has worked in a committed way to become one of the leading postgraduate academic institutions in the region. In 2019, the ESAN GSB became the first Peruvian business school to enter the top 5 of América Economía’s Latin American ranking, with its MBA program ranked third in Latin America and number one in Peru according in QS Global’s MBA Rankings 2020.  In keeping with its practice-focus in 2019, ESAN launched its technology and sustainable development focused business incubator, Innova ESAN, to encourage and support the development of innovative, sustainable and scalable business models by ESAN students and wider community."
714,https://www.aacsb.edu/accredited/u/universidad-icesi,Universidad Icesi,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20Icesi.png,Private,"6,789","Blended/Hybrid
Exclusively Online
Fully Face-to-Face
Primarily Online",http://www.icesi.edu.co/,"Universidad Icesi
Facultad de Ciencias Administrativas y Económicas
Calle 18, 122-135
Cali , Colombia
AA25608 , Colombia", Colombia,,"Undergraduate,
 Master's,
 Doctoral",Business,"Accounting,
Economics,
Finance,
Management,
Marketing","Administrative Science,
Digital Strategy,
Entrepreneurship,
Finance,
Management,
Management of Healthcare organizations,
Marketing,
Research in Economics,
Research in Finance,
Strategic Management",Business Economics,"Evenings and Weekends
Full-Time
Part-Time","We contribute to the sustainable development of society, by training ethical and competent leaders to perform in a global business environment, by the impact of our research, and by adding value to organizations, supported by our culture of excellence, innovation and life-long learning.","The Facultad de Ciencias Administrativas y Económicas is recognized for its contribution to the development of trustworthy and creative leaders who have values and professional skills such as critical and strategic thinking, global perspective, effective communication, and ethics and social responsibility. Our students have the best knowledge and the competences needed to stand out professionally in fields such as management, economics, accounting and finance, and marketing and international business. The school offers a quality education in undergraduate, graduate, doctoral, specialized and executive education, and also is recognized for its contribution to the knowledge advancement through research and intellectual contributions in its disciplines. Alumni, from the school's undergraduate and graduate programs, have the knowledge and the capacity to understand and deal properly with the organizational management of companies which are seeking innovative and sustainable developments. Their updated and pertinent knowledge allows them to serve any organization, private and public, standing out for their ethical values, honesty, tolerance, and respect for their peers and the environment."
715,https://www.aacsb.edu/accredited/u/universidad-pontificia-comillas,Universidad Pontificia Comillas,,Private,,,http://www.upcomillas.es/,"Universidad Pontificia Comillas
Universidad Pontificia Comillas
C/Alberto Aguilera, 23
Madrid , Spain
28015 , Spain", Spain,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
716,https://www.aacsb.edu/accredited/u/universidad-de-chile,Universidad de Chile,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20de%20Chile.png,Private,"44,489","Blended/Hybrid
Fully Face-to-Face
Multi-Modal",http://www.facea.uchile.cl/,"Universidad de Chile
School of Economics and Business
Diagonal Paraguay No. 257
Santiago , Chile
6510015 , Chile", Chile,,"Undergraduate,
 Master's,
 Doctoral",Business,"Accounting,
Business,
Economics,
Management Control","Accounting,
Applied Economics,
Business,
Business Administration,
Economics,
Finance,
General Marketing,
HR Management,
Management Control,
Public Policy And Economics,
Strategy,
Tax Law And Corporate Tax","Business Administration,
Economics","Evenings and Weekends
Full-Time
Off Campus
Partnership
Part-Time","To develop and train competent leaders with solid knowledge and skills in Business and Economics through its undergraduate, graduate, and executive development programs, who are capable of excelling in Chile and abroad; and to build and generate relevant new knowledge in the fields of Business and Economics that contributes to the development and competitiveness of the country and the Latin American region within an environment of academic rigor, excellence, and intellectual diversity. We aim to develop influential players in the national and regional business and economics communities who are able to provide and implement new, practical, and useful ideas for their countries.","Founded in 1934, the School of Economics and Business of the University of Chile (FEN UCHILE) is the oldest and one of the most prestigious school in the areas of economics and business according to national and international rankings. It has contributed to the training of professionals in the fields of economics, management, business, management control, information systems and auditing, which have contributed to our progress, to the discussion of the country's issues and to the creation of new knowledge. With the most important Alumni Network in the country, comprised of more than 15,000 professionals which make up FEN Alumni, our alumni recognized for their invaluable contribution to the nation both in the public and private sectors and have contributed to the economic development and welfare of our citizens. The School has been recognized by América Economía, the leading business publication in Latin America, as among the two best business and economics schools in Chile for five years. These rankings recognize the quality and relevance of FEN UCHILE graduates and the quality and number of its research contributions, which make it one of the top three schools in Latin America in terms of Web of Science article production in Business and Economics disciplines."
717,https://www.aacsb.edu/accredited/u/universidad-de-monterrey,Universidad de Monterrey,https://my.aacsb.edu/Portals/0/assets/images/contact/Universidad%20de%20Monterrey.png,Private,"11,326",Fully Face-to-Face,http://www.udem.edu.mx/,"Universidad de Monterrey
Business School
Av. lgnacio Morones Prieto 4500 Pte.
San Pedro Garza Garcia, Nuevo Leon , Mexico
66238 , Mexico", Mexico,,"Undergraduate,
 Master's",Business,"Bachelor in Accounting and Finance,
Economics,
Global commerce and business,
Human Resources,
International Finance,
International Tourism,
Management,
Marketing","MBA,
Organizational Development",,"Full-Time
Part-Time","We are committed in forging a culture of academic excellence and with the formation of ethical leaders who are aware of their social responsibility, in a global business environment, based on the generation, diffusion, and application of knowledge.","UDEM Business School was founded in 1969 and it is located in San Pedro Garza Garcia, Mexico. It offers 10 undergraduate and 4 master programs, it currently has 2910 students and 158 faculty members.  Since its foundations it has become a leading teaching and research Business School. In the last years it has been ranked in the Top 5 best Business Schools in Latin America, its MBA program is ranked as the Second Best in Mexico and in the Top 10 in Latin America, and its Undergraduate programs are considered between the Top 10 in Mexico.  Our School is recognized as an exemplary case combining Academic Excellence with a high commitment in Social Responsibility. Most of our students participate in diverse initiatives that attempt to improve conditions in vulnerable communities in Mexico, and they are also considered as high performance students in the National Exit Examinations (CENEVAL), all programs are considered in the Mexican Excellence Programs List due to these results.  UDEM Business School is accredited by AACSB, AMBA and designated as a Changemaker Campus by AshokaU."
718,https://www.aacsb.edu/accredited/u/universidad-de-oviedo,Universidad de Oviedo,https://my.aacsb.edu/Portals/0/assets/images/contact/Logo-Universidad-de-Oviedo.jpg,Public,,,http://www.uniovi.es/inicio/,"Universidad de Oviedo
Facultad de Economía y Empresa
Avenida del Cristo, s/n
Oviedo , Spain
33006 , Spain", Spain,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
